id,label,ontology,synonyms,uri
2543001,Structure of cuboid articular facet of fourth metatarsal bone,SNOMED CT,Cuboid articular facet of fourth metatarsal bone,http://purl.bioontology.org/ontology/SNOMEDCT/2543001
2550002,Bone structure of phalanx of thumb,SNOMED CT,Phalanx of thumb|Bone of thumb,http://purl.bioontology.org/ontology/SNOMEDCT/2550002
2574004,Clavicular air sac,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2574004
2577006,Structure of gracilis muscle,SNOMED CT,Gracilis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/2577006
2592007,All extremities,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2592007
2600000,Structure of flexor pollicis longus muscle tendon,SNOMED CT,Flexor pollicis longus muscle tendon,http://purl.bioontology.org/ontology/SNOMEDCT/2600000
2620004,Intervertebral disc structure of third thoracic vertebra,SNOMED CT,"Intervertebral disc, T3-T4|Intervertebral disc of third thoracic vertebra|T3/4 disc",http://purl.bioontology.org/ontology/SNOMEDCT/2620004
2639009,Neuroendocrine tissue,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2639009
2653009,Structure of posterior thalamic radiation of internal capsule,SNOMED CT,Posterior thalamic radiation of internal capsule,http://purl.bioontology.org/ontology/SNOMEDCT/2653009
2666009,Structure of semispinalis capitis muscle,SNOMED CT,Semispinalis capitis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/2666009
2672009,Structure of anterior cutaneous branch of lumbosacral plexus,SNOMED CT,Anterior cutaneous branch of lumbosacral plexus,http://purl.bioontology.org/ontology/SNOMEDCT/2672009
2675006,Structure of anterior ethmoidal artery,SNOMED CT,Anterior ethmoidal artery,http://purl.bioontology.org/ontology/SNOMEDCT/2675006
2682005,Structure of mucous membrane of urinary bladder,SNOMED CT,Bladder mucosa|Mucous membrane of urinary bladder,http://purl.bioontology.org/ontology/SNOMEDCT/2682005
2686008,Structure of medial olfactory gyrus,SNOMED CT,Medial olfactory gyrus,http://purl.bioontology.org/ontology/SNOMEDCT/2686008
2687004,Structure of Bowman's space,SNOMED CT,Bowman's space,http://purl.bioontology.org/ontology/SNOMEDCT/2687004
2695000,Left maxillary sinus structure,SNOMED CT,Left maxillary sinus,http://purl.bioontology.org/ontology/SNOMEDCT/2695000
2712006,Structure of capsule of ankle joint,SNOMED CT,Capsule of ankle joint,http://purl.bioontology.org/ontology/SNOMEDCT/2712006
2718005,Structure of apical foramen of tooth,SNOMED CT,Apical foramen of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/2718005
2726002,Structure of fold for stapes,SNOMED CT,Fold for stapes,http://purl.bioontology.org/ontology/SNOMEDCT/2726002
2741002,Structure of medial occipitotemporal gyrus,SNOMED CT,Medial occipitotemporal gyrus,http://purl.bioontology.org/ontology/SNOMEDCT/2741002
2746007,Circular layer of gastric muscularis,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2746007
2748008,Spinal cord structure,SNOMED CT,Spinal cord,http://purl.bioontology.org/ontology/SNOMEDCT/2748008
2759004,Eccrine gland structure,SNOMED CT,Eccrine gland,http://purl.bioontology.org/ontology/SNOMEDCT/2759004
2771005,Lamina propria of ureter,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2771005
2774002,Angle of thirteenth rib,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2774002
2779007,Capsule of distal interphalangeal joint of thumb,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2779007
2789006,Apocrine gland structure,SNOMED CT,Apocrine gland,http://purl.bioontology.org/ontology/SNOMEDCT/2789006
2792005,Structure of pars tensa of tympanic membrane,SNOMED CT,Pars tensa|Pars tensa of tympanic membrane,http://purl.bioontology.org/ontology/SNOMEDCT/2792005
2803000,Structure of tendon sheath of popliteus muscle,SNOMED CT,Tendon sheath of popliteus muscle,http://purl.bioontology.org/ontology/SNOMEDCT/2803000
2812003,Structure of head of femur,SNOMED CT,Femoral head|Head of femur,http://purl.bioontology.org/ontology/SNOMEDCT/2812003
2824005,Structure of spinous process of fourth thoracic vertebra,SNOMED CT,Spinous process of fourth thoracic vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/2824005
2826007,Structure of lamina of fourth lumbar vertebra,SNOMED CT,Lamina of fourth lumbar vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/2826007
2830005,Structure of dorsal digital nerves of lateral hallux and medial second toe,SNOMED CT,Dorsal digital nerves of lateral hallux and medial second toe,http://purl.bioontology.org/ontology/SNOMEDCT/2830005
2841007,Structure of renal artery,SNOMED CT,Renal artery|Renal artery structure,http://purl.bioontology.org/ontology/SNOMEDCT/2841007
2845003,Structure of respiratory epithelium,SNOMED CT,Respiratory epithelium,http://purl.bioontology.org/ontology/SNOMEDCT/2845003
2848001,Structure of superficial epigastric artery,SNOMED CT,Superficial epigastric artery,http://purl.bioontology.org/ontology/SNOMEDCT/2848001
2855004,Structure of accessory cephalic vein,SNOMED CT,Accessory cephalic vein,http://purl.bioontology.org/ontology/SNOMEDCT/2855004
2894003,Structure of posterior epiglottis,SNOMED CT,Posterior epiglottis,http://purl.bioontology.org/ontology/SNOMEDCT/2894003
2909002,Structure of posterior portion of diaphragmatic aspect of liver,SNOMED CT,Posterior portion of diaphragmatic aspect of liver|Posterior surface of liver,http://purl.bioontology.org/ontology/SNOMEDCT/2909002
2920002,Structure of facial nerve motor branch,SNOMED CT,Facial nerve motor branch,http://purl.bioontology.org/ontology/SNOMEDCT/2920002
2922005,Structure of posterior papillary muscle of left ventricle,SNOMED CT,Posteromedial papillary muscle of left ventricle|Posterior papillary muscle of left ventricle,http://purl.bioontology.org/ontology/SNOMEDCT/2922005
2923000,Subcutaneous tissue structure of supraorbital area,SNOMED CT,Subcutaneous tissue of supraorbital area,http://purl.bioontology.org/ontology/SNOMEDCT/2923000
2954001,Deciduous supernumerary tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/2954001
2969000,Body space structure,SNOMED CT,Body space,http://purl.bioontology.org/ontology/SNOMEDCT/2969000
2979003,Bone structure of medial cuneiform,SNOMED CT,First cuneiform bone|Medial cuneiform bone|First tarsal bone,http://purl.bioontology.org/ontology/SNOMEDCT/2979003
2986006,Structure of talar facet of navicular bone of foot,SNOMED CT,Talar facet of navicular bone of foot,http://purl.bioontology.org/ontology/SNOMEDCT/2986006
3003007,Internal capsule anterior limb structure,SNOMED CT,Anterior limb of internal capsule,http://purl.bioontology.org/ontology/SNOMEDCT/3003007
3008003,White fibrocartilage,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3008003
3034006,Tapetum lucidum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3034006
3039001,Subcutaneous tissue structure of thigh,SNOMED CT,Subcutaneous tissue of thigh,http://purl.bioontology.org/ontology/SNOMEDCT/3039001
3042007,Structure of glomerular urinary pole,SNOMED CT,Glomerular urinary pole,http://purl.bioontology.org/ontology/SNOMEDCT/3042007
3054007,"Structure of articular surface, metacarpal, of phalanx of thumb",SNOMED CT,"Articular surface, metacarpal, of phalanx of thumb",http://purl.bioontology.org/ontology/SNOMEDCT/3054007
3055008,Structure of bone marrow of vertebral body,SNOMED CT,Bone marrow of vertebral body,http://purl.bioontology.org/ontology/SNOMEDCT/3055008
3056009,Structure of anteroventral nucleus of thalamus,SNOMED CT,Anteroventral nucleus of thalamus|Nucleus anteroventralis,http://purl.bioontology.org/ontology/SNOMEDCT/3056009
3057000,Nerve structure,SNOMED CT,Nerve,http://purl.bioontology.org/ontology/SNOMEDCT/3057000
3058005,Peripheral nervous system structure,SNOMED CT,PNS - Peripheral nervous system|Peripheral nervous system,http://purl.bioontology.org/ontology/SNOMEDCT/3058005
3062004,Spinal arachnoid,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3062004
3093003,Structure of tendinous arch of pelvic fascia,SNOMED CT,Tendinous arch of pelvic fascia,http://purl.bioontology.org/ontology/SNOMEDCT/3093003
3100007,Clinical crown of tooth,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3100007
3113001,Structure of suprachoroidal space,SNOMED CT,Perichoroidal space|Suprachoroidal space,http://purl.bioontology.org/ontology/SNOMEDCT/3113001
3117000,Structure of dorsal surface of index finger,SNOMED CT,Dorsal surface of index finger,http://purl.bioontology.org/ontology/SNOMEDCT/3117000
3118005,Structure of trabecula carnea of left ventricle,SNOMED CT,Trabecula carnea of left ventricle,http://purl.bioontology.org/ontology/SNOMEDCT/3118005
3120008,Pleural structure,SNOMED CT,Pleural membrane structure|Pleura,http://purl.bioontology.org/ontology/SNOMEDCT/3120008
3134008,Structure of head of fourth metatarsal bone,SNOMED CT,Head of fourth metatarsal bone,http://purl.bioontology.org/ontology/SNOMEDCT/3134008
3138006,Bone (tissue) structure,SNOMED CT,Bone tissue|Bony tissue,http://purl.bioontology.org/ontology/SNOMEDCT/3138006
3153003,Structure of tractus olivocochlearis,SNOMED CT,Tractus olivocochlearis,http://purl.bioontology.org/ontology/SNOMEDCT/3153003
3156006,Structure of obturator artery,SNOMED CT,Obturator artery,http://purl.bioontology.org/ontology/SNOMEDCT/3156006
3159004,Structure of costocervical trunk,SNOMED CT,Costocervical trunk,http://purl.bioontology.org/ontology/SNOMEDCT/3159004
3169005,Spinal nerve structure,SNOMED CT,Spinal nerve,http://purl.bioontology.org/ontology/SNOMEDCT/3169005
3178004,Structure of raphe of soft palate,SNOMED CT,Raphe of soft palate,http://purl.bioontology.org/ontology/SNOMEDCT/3178004
3194006,Endocardium of right atrium,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3194006
3198009,Monostomatic sublingual gland,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3198009
3215002,Subcutaneous tissue structure of nuchal region,SNOMED CT,Subcutaneous tissue of nuchal region,http://purl.bioontology.org/ontology/SNOMEDCT/3215002
3222005,All large arteries,SNOMED CT,All elastic arteries,http://purl.bioontology.org/ontology/SNOMEDCT/3222005
3227004,Left coronary artery main stem,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3227004
3236000,Structure of posterior segment of right upper lobe of lung,SNOMED CT,Posterior segment of right upper lobe of lung|Posterior segment of right upper lobe,http://purl.bioontology.org/ontology/SNOMEDCT/3236000
3255000,Papillary area,SNOMED CT,Stratum papillare,http://purl.bioontology.org/ontology/SNOMEDCT/3255000
3262009,Structure of root canal of tooth,SNOMED CT,Root canal of tooth,http://purl.bioontology.org/ontology/SNOMEDCT/3262009
3279003,Structure of pedicle of third cervical vertebra,SNOMED CT,Pedicle of third cervical vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/3279003
3295003,Structure of ventral anterior nucleus of thalamus,SNOMED CT,Nucleus ventralis anterior|Ventral anterior nucleus|Ventral anterior nucleus structure,http://purl.bioontology.org/ontology/SNOMEDCT/3295003
3301002,Tectopontine fibers,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3301002
3302009,Structure of splenic branch of splenic artery,SNOMED CT,Splenic branch of splenic artery|Splenic branches of splenic artery,http://purl.bioontology.org/ontology/SNOMEDCT/3302009
3315000,Structure of vestibulospinal tract,SNOMED CT,Vestibulospinal tract,http://purl.bioontology.org/ontology/SNOMEDCT/3315000
3336003,Haversian canal,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3336003
3341006,Right lung structure,SNOMED CT,Right lung,http://purl.bioontology.org/ontology/SNOMEDCT/3341006
3350008,Entire right commissure of pulmonic valve,SNOMED CT,Right commissure of pulmonic valve,http://purl.bioontology.org/ontology/SNOMEDCT/3350008
3362007,Intertragal incisure structure,SNOMED CT,Intertragic incisure|Intertragal incisure,http://purl.bioontology.org/ontology/SNOMEDCT/3362007
3366005,Structure of anterior papillary muscle of left ventricle,SNOMED CT,Anterolateral papillary muscle of left ventricle|Anterior papillary muscle of left ventricle,http://purl.bioontology.org/ontology/SNOMEDCT/3366005
3370002,Structure of supporting tissue of rectum,SNOMED CT,Supporting tissue of rectum,http://purl.bioontology.org/ontology/SNOMEDCT/3370002
3377004,Structure of agger nasi,SNOMED CT,Agger nasi,http://purl.bioontology.org/ontology/SNOMEDCT/3377004
3382006,Structure of rima oris,SNOMED CT,Oral fissure|Rima oris,http://purl.bioontology.org/ontology/SNOMEDCT/3382006
3395001,Structure of superior palpebral arch,SNOMED CT,Superior palpebral arch,http://purl.bioontology.org/ontology/SNOMEDCT/3395001
3409004,Structure of lateral margin of forearm,SNOMED CT,Radial margin of forearm|Lateral margin of forearm,http://purl.bioontology.org/ontology/SNOMEDCT/3409004
3414000,Structure of deciduous premolar tooth,SNOMED CT,Deciduous premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/3414000
3417007,Structure of rotator muscle,SNOMED CT,Rotator muscles|Rotator muscle,http://purl.bioontology.org/ontology/SNOMEDCT/3417007
3438001,Structure of deep lymphatic vessel of upper extremity,SNOMED CT,Deep lymphatics of upper extremity|Deep lymphatic of upper extremity|Structure of deep lymphatic of upper extremity,http://purl.bioontology.org/ontology/SNOMEDCT/3438001
3444002,Structure of thalamostriate vein,SNOMED CT,Thalamostriate vein|Thalamostriate veins,http://purl.bioontology.org/ontology/SNOMEDCT/3444002
3460003,Structure of anterodorsal nucleus of thalamus,SNOMED CT,Nucleus anterodorsalis|Anterodorsal nucleus of thalamus,http://purl.bioontology.org/ontology/SNOMEDCT/3460003
3462006,Structure of commissure of tricuspid valve,SNOMED CT,Commissure of tricuspid valve,http://purl.bioontology.org/ontology/SNOMEDCT/3462006
3478008,Structure of vastus medialis muscle,SNOMED CT,Vastus medialis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/3478008
3490005,Subcutaneous tissue structure of suboccipital region,SNOMED CT,Subcutaneous tissue of suboccipital region,http://purl.bioontology.org/ontology/SNOMEDCT/3490005
3496004,Entire permanent upper left third premolar tooth,SNOMED CT,Entire upper left third premolar tooth|Upper left third premolar tooth,http://purl.bioontology.org/ontology/SNOMEDCT/3496004
3497008,Lamina of thirteenth thoracic vertebra,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3497008
3524005,Structure of lateral wall of mastoid antrum,SNOMED CT,Lateral wall of mastoid antrum,http://purl.bioontology.org/ontology/SNOMEDCT/3524005
3538003,Structure of capsule of proximal tibiofibular joint,SNOMED CT,Capsule of proximal tibiofibular joint,http://purl.bioontology.org/ontology/SNOMEDCT/3538003
3541007,Structure of dorsal metatarsal artery,SNOMED CT,Dorsal metatarsal artery,http://purl.bioontology.org/ontology/SNOMEDCT/3541007
3553006,Structure of thyroid capsule,SNOMED CT,Thyroid capsule,http://purl.bioontology.org/ontology/SNOMEDCT/3553006
3556003,Structure of dorsal nucleus of trapezoid body,SNOMED CT,Dorsal nucleus of trapezoid body,http://purl.bioontology.org/ontology/SNOMEDCT/3556003
3563003,Muscularis of ureter,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/3563003
3572006,Structure of body of vertebra,SNOMED CT,Vertebral body|Body of vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/3572006
3578005,Structure of body of gallbladder,SNOMED CT,Body of gallbladder,http://purl.bioontology.org/ontology/SNOMEDCT/3578005
3582007,Structure of gastrophrenic ligament,SNOMED CT,Gastrophrenic ligament,http://purl.bioontology.org/ontology/SNOMEDCT/3582007
3584008,Structure of arch of tenth thoracic vertebra,SNOMED CT,Arch of tenth thoracic vertebra|T10 dorsal arch,http://purl.bioontology.org/ontology/SNOMEDCT/3584008
3594003,Structure of straight part of longus colli muscle,SNOMED CT,Straight part of longus colli muscle,http://purl.bioontology.org/ontology/SNOMEDCT/3594003
3608004,Ischiococcygeus muscle,SNOMED CT,Coccygeus muscle,http://purl.bioontology.org/ontology/SNOMEDCT/3608004
3609007,Structure of occipital branch of posterior auricular artery,SNOMED CT,Occipital branch of posterior auricular artery,http://purl.bioontology.org/ontology/SNOMEDCT/3609007
3663005,Structure of tympanic ostium of Eustachian tube,SNOMED CT,Tympanic ostium of Eustachian tube,http://purl.bioontology.org/ontology/SNOMEDCT/3663005
3665003,Pelvic wall structure,SNOMED CT,Pelvic wall,http://purl.bioontology.org/ontology/SNOMEDCT/3665003
3670005,Entire subpyloric lymph node,SNOMED CT,Subpyloric lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/3670005
